id_log_transaccion,id_tipo_transaccion,id_tarjeta,id_cuenta_c,id_cuenta_d,id_estado_transaccion,fecha_operacion,fecha,hora,monto_operacion
9826,1,7,1,,1,2021-05-28 00:00:00,2021-05-28,00:00:00,17
9827,3,7,,7,2,2021-05-28 00:00:00,2021-05-28,00:00:00,57
9828,2,,6,10,1,2021-05-28 00:00:00,2021-05-28,00:00:00,1
9829,1,5,1,,1,2021-05-28 00:00:00,2021-05-28,00:00:00,5
9830,1,2,1,,1,2021-05-28 00:00:00,2021-05-28,00:00:00,10
9831,2,,11,2,1,2021-05-28 00:00:00,2021-05-28,00:00:00,2
9832,4,,2,,1,2021-05-28 01:00:00,2021-05-28,01:00:00,276
9833,3,4,,4,2,2021-05-28 00:00:00,2021-05-28,00:00:00,38
9834,1,2,1,,1,2021-05-28 00:00:00,2021-05-28,00:00:00,20
9835,1,4,1,,1,2021-05-28 00:00:00,2021-05-28,00:00:00,18
9836,1,7,1,,1,2021-05-28 00:00:00,2021-05-28,00:00:00,17
9837,1,11,1,,2,2021-05-28 00:00:00,2021-05-28,00:00:00,14
9838,1,8,1,,2,2021-05-28 01:00:00,2021-05-28,01:00:00,6
9839,3,1,,1,1,2021-05-28 01:00:00,2021-05-28,01:00:00,12
9840,2,,9,2,1,2021-05-28 01:00:00,2021-05-28,01:00:00,19
9841,2,,8,11,1,2021-05-28 01:00:00,2021-05-28,01:00:00,10
9842,4,,11,,1,2021-05-28 02:00:00,2021-05-28,02:00:00,291
9843,2,,2,1,1,2021-05-28 01:00:00,2021-05-28,01:00:00,7
9844,2,,4,3,1,2021-05-28 01:00:00,2021-05-28,01:00:00,4
9845,3,11,,11,1,2021-05-28 01:00:00,2021-05-28,01:00:00,62
9846,1,7,1,,1,2021-05-28 01:00:00,2021-05-28,01:00:00,15
9847,1,5,1,,1,2021-05-28 01:00:00,2021-05-28,01:00:00,16
9848,1,9,1,,1,2021-05-28 01:00:00,2021-05-28,01:00:00,7
9849,2,,2,8,1,2021-05-28 01:00:00,2021-05-28,01:00:00,5
9850,2,,4,1,1,2021-05-28 01:00:00,2021-05-28,01:00:00,17
9851,3,11,,11,1,2021-05-28 01:00:00,2021-05-28,01:00:00,15
9852,3,5,,5,2,2021-05-28 01:00:00,2021-05-28,01:00:00,29
9853,2,,7,10,1,2021-05-28 01:00:00,2021-05-28,01:00:00,17
9854,3,9,,9,1,2021-05-28 01:00:00,2021-05-28,01:00:00,3
9855,3,11,,11,1,2021-05-28 01:00:00,2021-05-28,01:00:00,63
9856,3,5,,5,2,2021-05-28 01:00:00,2021-05-28,01:00:00,53
9857,3,4,,4,2,2021-05-28 01:00:00,2021-05-28,01:00:00,77
9858,1,1,1,,1,2021-05-28 01:00:00,2021-05-28,01:00:00,3
9859,1,5,1,,1,2021-05-28 02:00:00,2021-05-28,02:00:00,19
9860,2,,11,6,2,2021-05-28 02:00:00,2021-05-28,02:00:00,11
9861,1,6,1,,2,2021-05-28 02:00:00,2021-05-28,02:00:00,10
9862,2,,7,10,1,2021-05-28 02:00:00,2021-05-28,02:00:00,17
9863,3,6,,6,2,2021-05-28 02:00:00,2021-05-28,02:00:00,58
9864,1,1,1,,1,2021-05-28 02:00:00,2021-05-28,02:00:00,8
9865,3,3,,3,1,2021-05-28 02:00:00,2021-05-28,02:00:00,10
9866,3,11,,11,1,2021-05-28 02:00:00,2021-05-28,02:00:00,36
9867,3,11,,11,1,2021-05-28 02:00:00,2021-05-28,02:00:00,33
9868,2,,3,10,2,2021-05-28 02:00:00,2021-05-28,02:00:00,15
9869,1,3,1,,1,2021-05-28 02:00:00,2021-05-28,02:00:00,1
9870,3,8,,8,2,2021-05-28 02:00:00,2021-05-28,02:00:00,51
9871,2,,2,1,1,2021-05-28 02:00:00,2021-05-28,02:00:00,12
9872,2,,10,9,1,2021-05-28 02:00:00,2021-05-28,02:00:00,13
9873,1,9,1,,1,2021-05-28 02:00:00,2021-05-28,02:00:00,17
9874,3,5,,5,1,2021-05-28 02:00:00,2021-05-28,02:00:00,3
9875,3,10,,10,1,2021-05-28 02:00:00,2021-05-28,02:00:00,1
9876,1,5,1,,1,2021-05-28 02:00:00,2021-05-28,02:00:00,15
9877,3,11,,11,1,2021-05-28 03:00:00,2021-05-28,03:00:00,14
9878,2,,6,4,1,2021-05-28 03:00:00,2021-05-28,03:00:00,7
9879,3,5,,5,2,2021-05-28 03:00:00,2021-05-28,03:00:00,77
9880,2,,9,6,2,2021-05-28 03:00:00,2021-05-28,03:00:00,15
9881,2,,7,6,2,2021-05-28 03:00:00,2021-05-28,03:00:00,19
9882,2,,5,2,1,2021-05-28 03:00:00,2021-05-28,03:00:00,8
9883,2,,7,11,1,2021-05-28 03:00:00,2021-05-28,03:00:00,11
9884,2,,3,10,1,2021-05-28 03:00:00,2021-05-28,03:00:00,14
9885,1,4,1,,1,2021-05-28 03:00:00,2021-05-28,03:00:00,12
9886,1,11,1,,1,2021-05-28 03:00:00,2021-05-28,03:00:00,2
9887,2,,8,4,1,2021-05-28 03:00:00,2021-05-28,03:00:00,13
9888,1,8,1,,2,2021-05-28 03:00:00,2021-05-28,03:00:00,13
9889,2,,2,8,1,2021-05-28 03:00:00,2021-05-28,03:00:00,6
9890,3,7,,7,1,2021-05-28 03:00:00,2021-05-28,03:00:00,36
9891,1,7,1,,1,2021-05-28 03:00:00,2021-05-28,03:00:00,13
9892,2,,3,8,1,2021-05-28 03:00:00,2021-05-28,03:00:00,8
9893,3,8,,8,2,2021-05-28 03:00:00,2021-05-28,03:00:00,192
9894,1,9,1,,1,2021-05-28 03:00:00,2021-05-28,03:00:00,3
9895,2,,9,7,1,2021-05-28 03:00:00,2021-05-28,03:00:00,4
9896,1,1,1,,1,2021-05-28 03:00:00,2021-05-28,03:00:00,13
9897,3,10,,10,1,2021-05-28 04:00:00,2021-05-28,04:00:00,1
9898,1,3,1,,1,2021-05-28 04:00:00,2021-05-28,04:00:00,14
9899,1,4,1,,2,2021-05-28 04:00:00,2021-05-28,04:00:00,11
9900,2,,9,4,1,2021-05-28 04:00:00,2021-05-28,04:00:00,1
9901,1,2,1,,1,2021-05-28 04:00:00,2021-05-28,04:00:00,19
9902,3,9,,9,2,2021-05-28 04:00:00,2021-05-28,04:00:00,44
9903,3,7,,7,2,2021-05-28 04:00:00,2021-05-28,04:00:00,34
9904,2,,11,8,2,2021-05-28 04:00:00,2021-05-28,04:00:00,20
9905,2,,3,8,2,2021-05-28 04:00:00,2021-05-28,04:00:00,17
9906,1,4,1,,1,2021-05-28 04:00:00,2021-05-28,04:00:00,6
9907,1,6,1,,2,2021-05-28 04:00:00,2021-05-28,04:00:00,12
9908,3,2,,2,1,2021-05-28 04:00:00,2021-05-28,04:00:00,37
9909,1,1,1,,1,2021-05-28 04:00:00,2021-05-28,04:00:00,2
9910,3,2,,2,1,2021-05-28 04:00:00,2021-05-28,04:00:00,32
9911,3,7,,7,2,2021-05-28 04:00:00,2021-05-28,04:00:00,40
9912,2,,11,2,1,2021-05-28 04:00:00,2021-05-28,04:00:00,16
9913,1,7,1,,1,2021-05-28 04:00:00,2021-05-28,04:00:00,10
9914,1,4,1,,1,2021-05-28 05:00:00,2021-05-28,05:00:00,1
9915,1,9,1,,1,2021-05-28 05:00:00,2021-05-28,05:00:00,17
9916,3,5,,5,2,2021-05-28 05:00:00,2021-05-28,05:00:00,52
9917,3,10,,10,1,2021-05-28 05:00:00,2021-05-28,05:00:00,0
9918,2,,5,10,2,2021-05-28 05:00:00,2021-05-28,05:00:00,17
9919,2,,3,9,1,2021-05-28 05:00:00,2021-05-28,05:00:00,11
9920,2,,4,7,1,2021-05-28 05:00:00,2021-05-28,05:00:00,16
9921,1,5,1,,1,2021-05-28 05:00:00,2021-05-28,05:00:00,2
9922,1,3,1,,1,2021-05-28 05:00:00,2021-05-28,05:00:00,12
9923,3,9,,9,2,2021-05-28 05:00:00,2021-05-28,05:00:00,86
9924,2,,8,3,1,2021-05-28 05:00:00,2021-05-28,05:00:00,11
9925,3,9,,9,2,2021-05-28 05:00:00,2021-05-28,05:00:00,28
9926,3,8,,8,2,2021-05-28 05:00:00,2021-05-28,05:00:00,30
9927,1,8,1,,2,2021-05-28 05:00:00,2021-05-28,05:00:00,5
9928,3,2,,2,1,2021-05-28 05:00:00,2021-05-28,05:00:00,28
9929,2,,3,5,1,2021-05-28 05:00:00,2021-05-28,05:00:00,14
9930,3,1,,1,1,2021-05-28 06:00:00,2021-05-28,06:00:00,4
9931,3,6,,6,2,2021-05-28 06:00:00,2021-05-28,06:00:00,118
9932,2,,7,5,2,2021-05-28 06:00:00,2021-05-28,06:00:00,10
9933,2,,2,3,1,2021-05-28 06:00:00,2021-05-28,06:00:00,20
9934,3,3,,3,1,2021-05-28 06:00:00,2021-05-28,06:00:00,15
9935,1,10,1,,1,2021-05-28 06:00:00,2021-05-28,06:00:00,8
9936,1,5,1,,1,2021-05-28 06:00:00,2021-05-28,06:00:00,12
9937,1,4,1,,1,2021-05-28 06:00:00,2021-05-28,06:00:00,1
9938,3,9,,9,2,2021-05-28 06:00:00,2021-05-28,06:00:00,79
9939,2,,10,2,1,2021-05-28 06:00:00,2021-05-28,06:00:00,3
9940,1,9,1,,2,2021-05-28 06:00:00,2021-05-28,06:00:00,17
9941,1,4,1,,2,2021-05-28 06:00:00,2021-05-28,06:00:00,20
9942,2,,3,1,1,2021-05-28 06:00:00,2021-05-28,06:00:00,3
9943,3,3,,3,1,2021-05-28 06:00:00,2021-05-28,06:00:00,3
9944,2,,3,11,1,2021-05-28 06:00:00,2021-05-28,06:00:00,12
9945,2,,6,3,1,2021-05-28 06:00:00,2021-05-28,06:00:00,18
9946,1,3,1,,1,2021-05-28 06:00:00,2021-05-28,06:00:00,11
9947,1,1,1,,1,2021-05-28 06:00:00,2021-05-28,06:00:00,20
9948,2,,10,6,1,2021-05-28 06:00:00,2021-05-28,06:00:00,13
9949,3,4,,4,2,2021-05-28 07:00:00,2021-05-28,07:00:00,108
9950,3,5,,5,2,2021-05-28 07:00:00,2021-05-28,07:00:00,36
9951,2,,1,10,1,2021-05-28 07:00:00,2021-05-28,07:00:00,4
9952,1,11,1,,1,2021-05-28 07:00:00,2021-05-28,07:00:00,2
9953,2,,11,10,1,2021-05-28 07:00:00,2021-05-28,07:00:00,3
9954,3,1,,1,1,2021-05-28 07:00:00,2021-05-28,07:00:00,9
9955,2,,7,9,1,2021-05-28 07:00:00,2021-05-28,07:00:00,1
9956,1,11,1,,1,2021-05-28 07:00:00,2021-05-28,07:00:00,14
9957,2,,10,9,1,2021-05-28 07:00:00,2021-05-28,07:00:00,8
9958,2,,9,10,1,2021-05-28 07:00:00,2021-05-28,07:00:00,9
9959,1,10,1,,1,2021-05-28 07:00:00,2021-05-28,07:00:00,15
9960,1,1,1,,1,2021-05-28 08:00:00,2021-05-28,08:00:00,3
9961,2,,5,8,1,2021-05-28 08:00:00,2021-05-28,08:00:00,8
9962,1,3,1,,1,2021-05-28 08:00:00,2021-05-28,08:00:00,7
9963,2,,3,6,1,2021-05-28 08:00:00,2021-05-28,08:00:00,10
9964,1,10,1,,1,2021-05-28 08:00:00,2021-05-28,08:00:00,5
9965,3,9,,9,2,2021-05-28 08:00:00,2021-05-28,08:00:00,69
9966,1,2,1,,1,2021-05-28 08:00:00,2021-05-28,08:00:00,4
9967,1,11,1,,1,2021-05-28 08:00:00,2021-05-28,08:00:00,16
9968,3,8,,8,2,2021-05-28 08:00:00,2021-05-28,08:00:00,46
9969,2,,10,9,2,2021-05-28 08:00:00,2021-05-28,08:00:00,19
9970,1,4,1,,2,2021-05-28 08:00:00,2021-05-28,08:00:00,20
9971,2,,5,1,1,2021-05-28 08:00:00,2021-05-28,08:00:00,5
9972,3,7,,7,2,2021-05-28 08:00:00,2021-05-28,08:00:00,41
9973,3,7,,7,2,2021-05-28 08:00:00,2021-05-28,08:00:00,74
9974,3,9,,9,2,2021-05-28 09:00:00,2021-05-28,09:00:00,145
9975,1,5,1,,1,2021-05-28 09:00:00,2021-05-28,09:00:00,18
9976,3,6,,6,2,2021-05-28 09:00:00,2021-05-28,09:00:00,96
9977,1,10,1,,1,2021-05-28 09:00:00,2021-05-28,09:00:00,9
9978,2,,8,6,1,2021-05-28 09:00:00,2021-05-28,09:00:00,7
9979,4,,6,,1,2021-05-28 10:00:00,2021-05-28,10:00:00,341
9980,1,9,1,,2,2021-05-28 09:00:00,2021-05-28,09:00:00,13
9981,3,10,,10,1,2021-05-28 09:00:00,2021-05-28,09:00:00,4
9982,2,,4,6,1,2021-05-28 09:00:00,2021-05-28,09:00:00,19
9983,2,,2,6,1,2021-05-28 09:00:00,2021-05-28,09:00:00,7
9984,2,,9,1,1,2021-05-28 09:00:00,2021-05-28,09:00:00,11
9985,3,10,,10,2,2021-05-28 09:00:00,2021-05-28,09:00:00,25
9986,1,1,1,,1,2021-05-28 09:00:00,2021-05-28,09:00:00,3
9987,3,5,,5,2,2021-05-28 09:00:00,2021-05-28,09:00:00,86
9988,1,11,1,,1,2021-05-28 09:00:00,2021-05-28,09:00:00,14
9989,2,,3,2,1,2021-05-28 10:00:00,2021-05-28,10:00:00,9
9990,3,4,,4,2,2021-05-28 10:00:00,2021-05-28,10:00:00,72
9991,2,,7,3,1,2021-05-28 10:00:00,2021-05-28,10:00:00,16
9992,1,3,1,,1,2021-05-28 10:00:00,2021-05-28,10:00:00,9
9993,3,4,,4,2,2021-05-28 10:00:00,2021-05-28,10:00:00,77
9994,1,9,1,,2,2021-05-28 10:00:00,2021-05-28,10:00:00,19
9995,1,8,1,,2,2021-05-28 10:00:00,2021-05-28,10:00:00,9
9996,2,,8,2,1,2021-05-28 10:00:00,2021-05-28,10:00:00,1
9997,1,8,1,,1,2021-05-28 10:00:00,2021-05-28,10:00:00,2
9998,3,8,,8,1,2021-05-28 11:00:00,2021-05-28,11:00:00,20
9999,3,11,,11,1,2021-05-28 10:00:00,2021-05-28,10:00:00,63
10000,1,7,1,,1,2021-05-28 10:00:00,2021-05-28,10:00:00,14
10001,2,,4,6,1,2021-05-28 11:00:00,2021-05-28,11:00:00,10
10002,1,7,1,,1,2021-05-28 11:00:00,2021-05-28,11:00:00,6
10003,1,5,1,,1,2021-05-28 11:00:00,2021-05-28,11:00:00,20
10004,2,,4,11,2,2021-05-28 11:00:00,2021-05-28,11:00:00,4
10005,1,3,1,,1,2021-05-28 11:00:00,2021-05-28,11:00:00,10
10006,2,,5,2,1,2021-05-28 11:00:00,2021-05-28,11:00:00,16
10007,3,9,,9,2,2021-05-28 11:00:00,2021-05-28,11:00:00,84
10008,1,9,1,,1,2021-05-28 11:00:00,2021-05-28,11:00:00,3
10009,2,,1,4,1,2021-05-28 11:00:00,2021-05-28,11:00:00,5
10010,3,7,,7,2,2021-05-28 11:00:00,2021-05-28,11:00:00,98
10011,2,,3,9,1,2021-05-28 11:00:00,2021-05-28,11:00:00,14
10012,2,,2,7,1,2021-05-28 11:00:00,2021-05-28,11:00:00,13
10013,1,6,1,,2,2021-05-28 11:00:00,2021-05-28,11:00:00,6
10014,1,11,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,3
10015,3,8,,8,2,2021-05-28 12:00:00,2021-05-28,12:00:00,118
10016,1,11,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,17
10017,1,2,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,7
10018,3,6,,6,1,2021-05-28 12:00:00,2021-05-28,12:00:00,10
10019,1,7,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,12
10020,2,,6,9,1,2021-05-28 12:00:00,2021-05-28,12:00:00,4
10021,2,,5,1,1,2021-05-28 12:00:00,2021-05-28,12:00:00,8
10022,1,7,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,20
10023,1,9,1,,2,2021-05-28 12:00:00,2021-05-28,12:00:00,20
10024,1,1,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,17
10025,2,,7,5,1,2021-05-28 12:00:00,2021-05-28,12:00:00,15
10026,2,,6,8,2,2021-05-28 12:00:00,2021-05-28,12:00:00,20
10027,1,1,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,9
10028,1,4,1,,2,2021-05-28 12:00:00,2021-05-28,12:00:00,16
10029,3,9,,9,2,2021-05-28 12:00:00,2021-05-28,12:00:00,81
10030,3,6,,6,1,2021-05-28 12:00:00,2021-05-28,12:00:00,3
10031,1,5,1,,1,2021-05-28 12:00:00,2021-05-28,12:00:00,13
10032,2,,9,8,2,2021-05-28 12:00:00,2021-05-28,12:00:00,16
10033,3,1,,1,1,2021-05-28 13:00:00,2021-05-28,13:00:00,42
10034,2,,9,3,1,2021-05-28 13:00:00,2021-05-28,13:00:00,15
10035,3,5,,5,2,2021-05-28 13:00:00,2021-05-28,13:00:00,43
10036,2,,10,6,1,2021-05-28 13:00:00,2021-05-28,13:00:00,13
10037,3,3,,3,1,2021-05-28 13:00:00,2021-05-28,13:00:00,29
10038,3,11,,11,2,2021-05-28 13:00:00,2021-05-28,13:00:00,14
10039,2,,1,4,1,2021-05-28 13:00:00,2021-05-28,13:00:00,4
10040,1,10,1,,1,2021-05-28 13:00:00,2021-05-28,13:00:00,6
10041,3,10,,10,2,2021-05-28 13:00:00,2021-05-28,13:00:00,34
10042,3,10,,10,1,2021-05-28 13:00:00,2021-05-28,13:00:00,14
10043,2,,6,11,2,2021-05-28 13:00:00,2021-05-28,13:00:00,5
10044,1,7,1,,1,2021-05-28 13:00:00,2021-05-28,13:00:00,11
10045,3,2,,2,1,2021-05-28 14:00:00,2021-05-28,14:00:00,21
10046,2,,1,9,1,2021-05-28 14:00:00,2021-05-28,14:00:00,12
10047,1,1,1,,1,2021-05-28 14:00:00,2021-05-28,14:00:00,6
10048,1,5,1,,1,2021-05-28 14:00:00,2021-05-28,14:00:00,18
10049,3,10,,10,1,2021-05-28 14:00:00,2021-05-28,14:00:00,1
10050,1,10,1,,1,2021-05-28 14:00:00,2021-05-28,14:00:00,16
10051,1,2,1,,1,2021-05-28 14:00:00,2021-05-28,14:00:00,19
10052,3,3,,3,1,2021-05-28 14:00:00,2021-05-28,14:00:00,3
10053,2,,6,3,1,2021-05-28 14:00:00,2021-05-28,14:00:00,13
10054,1,10,1,,1,2021-05-28 14:00:00,2021-05-28,14:00:00,12
10055,2,,10,8,2,2021-05-28 14:00:00,2021-05-28,14:00:00,9
10056,2,,9,10,2,2021-05-28 14:00:00,2021-05-28,14:00:00,20
10057,1,7,1,,1,2021-05-28 14:00:00,2021-05-28,14:00:00,11
10058,1,1,1,,1,2021-05-28 14:00:00,2021-05-28,14:00:00,15
10059,3,5,,5,1,2021-05-28 14:00:00,2021-05-28,14:00:00,19
10060,3,8,,8,2,2021-05-28 14:00:00,2021-05-28,14:00:00,132
10061,3,5,,5,2,2021-05-28 15:00:00,2021-05-28,15:00:00,52
10062,3,4,,4,2,2021-05-28 15:00:00,2021-05-28,15:00:00,106
10063,2,,10,9,2,2021-05-28 15:00:00,2021-05-28,15:00:00,13
10064,3,6,,6,1,2021-05-28 15:00:00,2021-05-28,15:00:00,86
10065,1,4,1,,2,2021-05-28 15:00:00,2021-05-28,15:00:00,14
10066,2,,11,7,1,2021-05-28 15:00:00,2021-05-28,15:00:00,4
10067,1,4,1,,2,2021-05-28 15:00:00,2021-05-28,15:00:00,17
10068,2,,1,7,1,2021-05-28 15:00:00,2021-05-28,15:00:00,5
10069,3,2,,2,1,2021-05-28 15:00:00,2021-05-28,15:00:00,10
10070,3,2,,2,1,2021-05-28 15:00:00,2021-05-28,15:00:00,8
10071,1,1,1,,1,2021-05-28 15:00:00,2021-05-28,15:00:00,8
10072,3,4,,4,1,2021-05-28 15:00:00,2021-05-28,15:00:00,47
10073,2,,10,11,2,2021-05-28 15:00:00,2021-05-28,15:00:00,17
10074,2,,3,9,1,2021-05-28 15:00:00,2021-05-28,15:00:00,3
10075,1,8,1,,1,2021-05-28 15:00:00,2021-05-28,15:00:00,16
10076,1,6,1,,1,2021-05-28 16:00:00,2021-05-28,16:00:00,7
10077,1,6,1,,1,2021-05-28 16:00:00,2021-05-28,16:00:00,9
10078,2,,5,3,1,2021-05-28 16:00:00,2021-05-28,16:00:00,2
10079,3,6,,6,1,2021-05-28 16:00:00,2021-05-28,16:00:00,30
10080,3,10,,10,2,2021-05-28 16:00:00,2021-05-28,16:00:00,9
10081,1,5,1,,1,2021-05-28 16:00:00,2021-05-28,16:00:00,16
10082,2,,9,7,1,2021-05-28 16:00:00,2021-05-28,16:00:00,6
10083,2,,10,9,2,2021-05-28 16:00:00,2021-05-28,16:00:00,13
10084,2,,9,6,1,2021-05-28 16:00:00,2021-05-28,16:00:00,5
10085,1,7,1,,1,2021-05-28 16:00:00,2021-05-28,16:00:00,15
10086,3,4,,4,2,2021-05-28 16:00:00,2021-05-28,16:00:00,33
10087,1,2,1,,1,2021-05-28 16:00:00,2021-05-28,16:00:00,2
10088,2,,10,6,1,2021-05-28 16:00:00,2021-05-28,16:00:00,11
10089,3,2,,2,1,2021-05-28 17:00:00,2021-05-28,17:00:00,1
10090,1,9,1,,2,2021-05-28 17:00:00,2021-05-28,17:00:00,18
10091,1,4,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,14
10092,3,10,,10,2,2021-05-28 17:00:00,2021-05-28,17:00:00,33
10093,2,,9,8,1,2021-05-28 17:00:00,2021-05-28,17:00:00,2
10094,3,5,,5,2,2021-05-28 17:00:00,2021-05-28,17:00:00,50
10095,1,10,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,18
10096,1,7,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,3
10097,1,3,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,9
10098,1,5,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,18
10099,3,11,,11,2,2021-05-28 17:00:00,2021-05-28,17:00:00,20
10100,1,10,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,10
10101,2,,6,3,1,2021-05-28 17:00:00,2021-05-28,17:00:00,7
10102,2,,11,3,1,2021-05-28 17:00:00,2021-05-28,17:00:00,6
10103,2,,9,2,1,2021-05-28 17:00:00,2021-05-28,17:00:00,4
10104,1,6,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,5
10105,1,3,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,2
10106,1,11,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,13
10107,2,,9,7,2,2021-05-28 17:00:00,2021-05-28,17:00:00,17
10108,1,4,1,,1,2021-05-28 17:00:00,2021-05-28,17:00:00,3
10109,2,,3,2,1,2021-05-28 18:00:00,2021-05-28,18:00:00,20
10110,3,4,,4,2,2021-05-28 18:00:00,2021-05-28,18:00:00,22
10111,2,,2,4,2,2021-05-28 18:00:00,2021-05-28,18:00:00,16
10112,3,2,,2,1,2021-05-28 18:00:00,2021-05-28,18:00:00,9
10113,1,9,1,,2,2021-05-28 18:00:00,2021-05-28,18:00:00,7
10114,1,9,1,,2,2021-05-28 18:00:00,2021-05-28,18:00:00,16
10115,1,11,1,,1,2021-05-28 18:00:00,2021-05-28,18:00:00,17
10116,3,1,,1,1,2021-05-28 18:00:00,2021-05-28,18:00:00,49
10117,1,7,1,,1,2021-05-28 18:00:00,2021-05-28,18:00:00,2
10118,3,5,,5,2,2021-05-28 18:00:00,2021-05-28,18:00:00,97
10119,2,,1,9,1,2021-05-28 18:00:00,2021-05-28,18:00:00,17
10120,3,9,,9,2,2021-05-28 18:00:00,2021-05-28,18:00:00,104
10121,2,,3,1,1,2021-05-28 18:00:00,2021-05-28,18:00:00,11
10122,1,4,1,,1,2021-05-28 19:00:00,2021-05-28,19:00:00,7
10123,3,9,,9,2,2021-05-28 19:00:00,2021-05-28,19:00:00,52
10124,3,9,,9,2,2021-05-28 19:00:00,2021-05-28,19:00:00,172
10125,3,3,,3,1,2021-05-28 19:00:00,2021-05-28,19:00:00,17
10126,1,4,1,,1,2021-05-28 19:00:00,2021-05-28,19:00:00,3
10127,1,11,1,,1,2021-05-28 19:00:00,2021-05-28,19:00:00,1
10128,2,,9,11,2,2021-05-28 19:00:00,2021-05-28,19:00:00,17
10129,1,2,1,,1,2021-05-28 19:00:00,2021-05-28,19:00:00,9
10130,3,7,,7,2,2021-05-28 19:00:00,2021-05-28,19:00:00,43
10131,2,,3,2,1,2021-05-28 19:00:00,2021-05-28,19:00:00,16
10132,1,3,1,,1,2021-05-28 19:00:00,2021-05-28,19:00:00,19
10133,2,,10,5,2,2021-05-28 19:00:00,2021-05-28,19:00:00,11
10134,2,,8,10,1,2021-05-28 19:00:00,2021-05-28,19:00:00,1
10135,2,,10,11,2,2021-05-28 20:00:00,2021-05-28,20:00:00,12
10136,3,2,,2,1,2021-05-28 20:00:00,2021-05-28,20:00:00,1
10137,1,3,1,,1,2021-05-28 20:00:00,2021-05-28,20:00:00,6
10138,2,,8,6,1,2021-05-28 20:00:00,2021-05-28,20:00:00,6
10139,3,7,,7,1,2021-05-28 20:00:00,2021-05-28,20:00:00,5
10140,2,,4,11,2,2021-05-28 20:00:00,2021-05-28,20:00:00,12
10141,3,3,,3,1,2021-05-28 20:00:00,2021-05-28,20:00:00,19
10142,1,7,1,,1,2021-05-28 20:00:00,2021-05-28,20:00:00,19
10143,3,11,,11,2,2021-05-28 20:00:00,2021-05-28,20:00:00,52
10144,2,,10,7,1,2021-05-28 20:00:00,2021-05-28,20:00:00,6
10145,3,3,,3,1,2021-05-28 20:00:00,2021-05-28,20:00:00,9
10146,3,10,,10,2,2021-05-28 20:00:00,2021-05-28,20:00:00,22
10147,3,1,,1,1,2021-05-28 20:00:00,2021-05-28,20:00:00,4
10148,1,5,1,,1,2021-05-28 20:00:00,2021-05-28,20:00:00,2
10149,2,,10,6,1,2021-05-28 20:00:00,2021-05-28,20:00:00,16
10150,2,,1,10,1,2021-05-28 20:00:00,2021-05-28,20:00:00,1
10151,3,4,,4,2,2021-05-28 20:00:00,2021-05-28,20:00:00,77
10152,2,,2,10,1,2021-05-28 20:00:00,2021-05-28,20:00:00,15
10153,2,,7,5,1,2021-05-28 20:00:00,2021-05-28,20:00:00,3
10154,1,9,1,,2,2021-05-28 21:00:00,2021-05-28,21:00:00,15
10155,3,3,,3,1,2021-05-28 21:00:00,2021-05-28,21:00:00,10
10156,1,6,1,,1,2021-05-28 21:00:00,2021-05-28,21:00:00,17
10157,2,,9,1,1,2021-05-28 21:00:00,2021-05-28,21:00:00,5
10158,2,,11,6,1,2021-05-28 21:00:00,2021-05-28,21:00:00,11
10159,1,7,1,,1,2021-05-28 21:00:00,2021-05-28,21:00:00,6
10160,3,10,,10,2,2021-05-28 21:00:00,2021-05-28,21:00:00,58
10161,3,8,,8,2,2021-05-28 21:00:00,2021-05-28,21:00:00,43
10162,2,,8,4,2,2021-05-28 21:00:00,2021-05-28,21:00:00,20
10163,1,7,1,,1,2021-05-28 21:00:00,2021-05-28,21:00:00,1
10164,1,1,1,,1,2021-05-28 21:00:00,2021-05-28,21:00:00,9
10165,3,3,,3,1,2021-05-28 21:00:00,2021-05-28,21:00:00,1
10166,3,2,,2,1,2021-05-28 22:00:00,2021-05-28,22:00:00,1
10167,1,6,1,,1,2021-05-28 22:00:00,2021-05-28,22:00:00,14
10168,3,10,,10,2,2021-05-28 22:00:00,2021-05-28,22:00:00,36
10169,2,,2,11,1,2021-05-28 22:00:00,2021-05-28,22:00:00,1
10170,1,11,1,,1,2021-05-28 22:00:00,2021-05-28,22:00:00,4
10171,3,3,,3,1,2021-05-28 22:00:00,2021-05-28,22:00:00,0
10172,2,,11,6,1,2021-05-28 22:00:00,2021-05-28,22:00:00,7
10173,2,,6,9,1,2021-05-28 22:00:00,2021-05-28,22:00:00,9
